symbol	chrom	start	length	strand	score	exons
PAAF1	chr11	73876698	51038	+	31	0,43,227,100,1710,41,8211,69,254,104,1323,465,1866,90,7944,99,1025,151,8978,195,4819,92,2040,116,2289,83,5582,83,2587,452
ORAI2	chr7	102433529	23292	+	26	0,132,2540,132,2610,238,7331,10309
RUFY1	chr5	179550560	59466	+	24	0,319,8812,507,2348,118,4796,102,1739,124,7649,62,3810,66,4783,70,3680,102,1977,117,1736,168,1220,98,1598,120,2010,130,3070,95,3889,49,1657,78,1716,651
CXorf21	chrX	30558823	19093	-	8	0,1533,16395,115,771,279
WDR26	chr1	224385142	49157	-	62	0,4718,3967,186,4083,130,288,79,295,146,1915,120,3360,141,6856,139,6694,157,1101,98,4902,137,6822,105,100,100,1902,616
FAAP100	chr17	81539884	12519	-	27	0,1066,358,87,2608,117,1625,137,1026,770,1527,157,885,956,528,321,113,238
PIGZ	chr3	196946342	22529	-	9	0,2343,3135,211,16655,185
ELL3	chr15	43772599	4705	-	18	0,627,77,45,833,172,122,43,77,178,532,76,143,86,111,202,115,113,357,36,225,535
PREX2	chr8	67952114	284919	+	29	0,421,65310,72,1631,123,2364,105,5081,102,3173,162,7500,134,6194,104,8506,150,2583,145,4704,101,8253,104,698,50,2610,76,4826,73,2973,143,160,93,2401,149,4335,86,2769,137,2889,118,3294,185,2480,162,5294,870,2101,223,1084,208,6129,180,2617,95,787,83,681,91,634,129,6328,42,6639,218,4138,103,7691,144,10969,115,34285,67,546,191,25090,103,6840,68,6706,5701
CEP63	chr3	134485723	89290	+	45	0,833,1462,72,7205,69,11744,178,24558,96,819,141,4254,114,8317,234,329,140,1046,138,1589,115,886,198,1665,87,6129,206,802,280,1947,3652,9764,221
SLC35F5	chr2	113706720	50103	-	7	0,8475,2557,98,1303,155,3795,91,2183,160,3863,105,2078,65,1716,39,1182,88,1103,82,6025,996,833,82,2482,63,4085,144,4596,142,147,91,310,969
FAM214B	chr9	35104120	11852	-	13	0,1254,307,176,83,69,242,159,127,106,189,59,489,969,244,144,2531,106,4296,302
EFHC2	chrX	44147881	195796	-	25	0,1015,15025,106,12264,93,1982,198,51084,131,2701,197,2627,143,6673,169,5982,139,392,114,1277,252,10629,224,11387,151,39731,189,30790,131
C16orf70	chr16	67109892	38652	+	17	0,347,9872,83,5764,84,5243,44,1116,80,291,95,1256,98,89,113,5516,134,393,84,3699,83,457,44,498,44,150,59,649,73,694,1500
TRIM45	chr1	117111054	10735	-	14	0,1399,905,127,2089,115,926,130,1288,734,1946,1076
ZNF430	chr19	21020619	39427	+	7	0,184,1985,93,10574,127,503,99,22446,3416
EDEM3	chr1	184690490	64417	-	24	0,3982,7024,48,1266,186,3646,185,1325,192,2049,154,1175,155,555,166,4289,125,527,84,1538,84,197,126,1720,98,2364,106,2398,135,6447,154,1540,113,2381,40,546,101,11835,46,4896,419
STAM	chr10	17644124	72698	+	79	0,255,16084,85,12426,104,7821,112,3663,76,81,96,3099,147,1918,143,2987,91,1736,193,1533,95,3321,89,4151,88,451,55,563,154,3034,176,5591,2280
HSD3B7	chr16	30985197	3955	+	20	0,100,162,365,224,156,218,109,73,100,135,163,765,1385
ITPKC	chr19	40717102	23759	+	31	0,1188,7049,100,3762,214,3744,205,3621,102,610,72,1587,1505
GRPEL1	chr4	7058894	9316	-	33	0,2314,1176,82,1594,163,3747,240
SCUBE1	chr22	43203222	140166	-	24	0,927,3384,80,458,153,1818,198,681,162,1341,168,1497,162,4003,204,1991,138,585,117,1348,105,354,120,4157,123,1575,117,2564,123,6962,117,19264,117,4384,126,28200,135,28756,129,19038,132,3938,215
CDK5RAP3	chr17	47970527	11259	+	60	0,196,232,197,209,46,2111,132,280,101,368,938,176,500,698,111,1009,79,918,89,1675,206,364,172,102,350
MLLT10	chr10	21533348	210282	+	46	0,493,330,349,124,160,4028,80,12903,106,4721,543,435,204,28469,55,8982,110,16907,104,2379,94,2187,96,34465,96,17148,136,1396,256,2645,570,7412,45,848,33,6233,48,20049,70,5114,179,12293,112,1500,73,2971,155,1844,189,416,89,175,362,1009,97,4794,207,1702,1692
CUBN	chr10	16823965	305852	-	82	0,1117,3722,236,2211,166,3596,182,1039,148,3947,206,349,163,10187,209,18192,218,4520,130,2393,201,11319,150,1804,157,8468,188,1441,226,487,122,2506,150,2087,207,1098,172,6131,182,1039,141,648,210,2591,179,1162,175,5103,184,159,191,2382,147,4783,198,4307,193,1178,185,884,206,6997,133,1110,129,1394,111,2164,114,1999,160,27935,170,1451,175,6054,182,29317,151,21049,188,2606,157,1023,182,745,161,1319,190,17904,131,2425,217,324,166,2655,179,222,145,12299,191,1135,163,2404,182,11659,235,2885,113,1181,187,851,119,4064,96,1183,132,2976,163,1281,127,7197,104,689,102,3071,39,1029,96,1196,130,393,174
MTERF2	chr12	106977290	9876	-	15	0,1481,6343,111,1743,198
CCDC6	chr10	59788747	117909	-	63	0,4364,1361,125,9822,101,2401,157,5556,161,1856,104,17769,129,19899,150,53419,535
PLEKHO2	chr15	64841882	26120	+	8	0,146,6564,150,6178,117,4856,105,1478,99,3323,3104
EFHD1	chr2	232606056	76725	+	21	0,117,27323,510,4399,79,24317,148,9359,135,9141,1197
WDCP	chr2	24029335	18091	-	26	0,1827,1666,118,4730,1836,7801,113
TRABD	chr22	50185911	13688	+	21	0,90,4548,99,2378,67,482,79,685,167,393,141,2200,111,85,152,234,173,79,112,158,1255
MED28	chr4	17614627	11001	+	44	0,186,5087,67,1619,113,1901,2028
FER1L4	chr20	35558736	48826	-	16	0,316,103,101,84,287,495,242,175,99,1213,86,1916,1065,181,128,10939,117,97,138,133,45,89,43,2007,132,88,59,143,199,2582,162,94,117,427,174,115,135,423,125,129,154,1030,153,10200,117,73,88,3259,101,451,121,86,172,168,109,341,362,607,187,87,184,117,160,256,85,81,63,258,132,117,61,477,171,336,42,184,92,1500,100,96,89,694,56,258,148
FLAD1	chr1	154983293	9818	+	23	0,773,3399,1547,547,148,451,99,81,190,2184,399
SPHKAP	chr2	227979953	201692	-	17	0,1907,9139,185,89,53,2207,87,1888,186,20711,3751,1554,256,3427,135,1955,60,81288,108,23040,106,49481,79
NCOA4	chr10	46005087	25627	-	75	0,1510,2526,89,198,141,671,984,1676,144,523,90,804,109,301,89,183,141,1273,155,2628,215,3792,129,3973,97,2997,189
PDGFD	chr11	103907185	257114	-	62	0,2634,17092,215,16325,199,4011,63,48340,181,3805,205,163548,496
KLHL15	chrX	23983715	43471	-	19	0,5315,16958,712,18156,202,2081,47
TET1	chr10	68560359	134123	+	112	0,383,11474,2036,26728,54,43663,2308,4840,91,564,94,14450,212,5638,151,8353,90,1347,138,3382,352,4100,3675
LRRC27	chr10	132332109	49397	+	9	0,427,940,258,3372,315,143,131,4517,59,2226,153,3333,373,606,95,2549,147,1128,516,2392,97,5570,119,3848,127,1295,160,8060,6441
EPC1	chr10	32267715	111083	-	46	0,1420,2418,364,108,142,846,69,80,119,11416,353,1643,149,83,90,82,177,3888,160,1173,149,343,207,397,146,12034,160,39180,512,1139,456,31272,308
CPEB4	chr5	173888327	72664	+	45	0,2531,2192,133,17339,82,21845,51,10525,24,1917,174,4367,90,362,119,1745,115,1152,182,2637,5082
PPP1R2C	chrX	42777365	870	-	9	0,870
ZKSCAN3	chr6	28349913	19264	+	20	0,154,204,117,9136,464,1335,148,1831,83,306,124,1610,3752
GKAP1	chr9	83739420	78417	-	14	0,324,2207,78,500,71,5708,64,4885,102,15458,153,11411,23,4310,124,3762,78,10506,144,6973,259,10435,132,389,321
CXXC4	chr4	104468305	26596	-	16	0,4061,18377,1316,2446,76,119,201
SP6	chr17	47844913	10961	-	11	0,3573,2432,232,4503,221
CEP70	chr3	138494338	100045	-	34	0,738,1847,404,703,80,1773,341,174,169,167,147,4413,171,2973,106,16945,75,3634,89,87,88,3051,57,4348,429,32970,181,535,124,108,91,1502,126,18869,103,2241,186
CCDC68	chr18	54901508	58000	-	15	0,2907,3370,77,10050,84,1274,106,9423,83,5937,129,1884,126,998,141,2899,87,1591,129,2584,90,12497,74,1287,173
PUS1	chr12	131929199	14662	+	32	0,597,110,229,2039,138,6860,103,2016,692,1555,323
ABTB1	chr3	127672937	7989	+	20	0,144,1263,109,91,56,1369,145,157,160,104,46,385,117,84,119,178,99,112,168,2141,201,83,658
WNT10A	chr2	218880532	13397	+	55	0,576,1052,263,7560,380,2410,1156
ULBP2	chr6	149941937	7295	+	68	0,220,3151,264,799,282,666,132,1271,510
ULBP1	chr6	149963973	9740	+	46	0,1509,3124,264,214,276,655,132,1221,2345
DNAJC5	chr20	63895101	40930	+	53	0,222,33011,118,859,214,1325,172,442,4567
ADAM33	chr20	3667964	14726	-	142	0,1036,298,72,175,92,1368,148,83,109,73,78,84,199,97,109,148,196,207,90,94,178,455,143,77,85,86,167,152,72,83,66,219,190,79,77,177,79,1961,77,2348,80,2336,783
KCNIP4	chr4	20728615	1220136	-	33	0,1514,1876,63,612,105,1842,108,14926,71,9088,70,91652,126,31939,103,101103,196,319797,100,240483,267,152693,346,65225,112,185538,181
WDR82	chr3	52254421	24222	-	41	0,3098,1016,143,518,70,450,156,512,117,878,100,5472,67,3693,98,7391,443
PABPC1L	chr20	44910059	49099	+	22	0,277,2323,194,3902,116,2034,140,137,95,2316,138,2429,96,6203,267,835,1624,2205,107,1139,94,163,83,1084,131,482,75,377,192,13325,62,2828,88,2716,822
PNPLA3	chr22	43923738	23830	+	253	0,360,2836,233,1656,66,3988,210,1518,61,2384,222,2720,133,4565,105,1358,1415
SLC25A16	chr10	68482332	45191	-	14	0,1284,3452,144,1254,163,4502,67,250,122,10061,64,2889,134,10032,93,240,1135,9027,278
BPIFB2	chr20	33007577	16132	+	16	0,183,780,143,2340,94,1685,105,902,147,1479,61,1545,61,1156,92,286,186,239,54,464,171,577,68,146,46,693,64,378,77,1542,368
TRAF3IP3	chr1	209756031	26292	+	17	0,278,2188,357,179,101,847,403,2130,148,150,58,197,25,270,30,99,96,4900,173,4287,72,2329,141,109,138,1615,136,623,63,1141,343,812,137,738,114,597,268
SEL1L2	chr20	13849397	145936	-	4	0,210,583,129,8942,173,5732,75,107,166,1187,149,2652,88,550,63,5834,78,1404,69,7758,57,884,155,1326,82,91,60,457,54,25269,163,1176,121,3779,103,12479,169,24304,56,34345,143,4403,311
DCAF11	chr14	24114696	10546	+	34	0,1053,1167,128,221,128,274,65,322,101,232,147,215,55,340,69,345,58,94,186,941,154,373,153,1453,107,97,2068
ZSCAN16	chr6	28124555	5531	+	15	0,122,685,468,952,790,1799,715
REEP4	chr8	22138013	3938	-	18	0,539,86,155,132,136,354,114,433,121,88,77,376,73,753,501
COASY	chr17	42562073	4208	+	40	0,1249,638,215,270,132,131,190,84,65,179,85,159,98,90,147,100,376
WDR61	chr15	78283235	16491	-	40	0,286,1739,79,701,93,2155,94,1236,94,238,149,2516,173,378,106,1673,28,701,51,3730,271
LPAL2	chr6	160466554	44570	-	15	0,463,168,534,9409,160,1219,181,3999,132,1244,182,1569,160,1276,182,5348,182,7818,160,10018,166
TNKS2	chr10	91798393	67082	+	56	0,496,14093,225,3926,96,2040,37,175,76,381,95,2262,67,4654,187,1081,122,2516,92,88,79,2671,172,2894,80,3562,146,576,166,723,220,2527,110,723,189,2442,253,876,83,1621,121,3692,98,487,75,1736,106,1931,187,2350,157,781,2539
RNF39	chr6	30070265	5586	-	19	0,1426,1465,92,207,23,1744,629
SHOC2	chr10	110919369	94298	+	43	0,72,101,115,31950,185,12332,937,20566,138,14649,131,4060,189,2736,123,1594,138,327,118,1779,2058
ADAM12	chr10	126012384	376174	-	190	0,4955,2355,131,16320,180,1915,109,944,136,1912,900,798,109,2906,78,3120,199,109,109,15136,196,1715,90,4670,178,22330,149,4282,85,2571,170,7351,72,1110,66,8197,187,17359,77,19557,88,123609,74,51423,98,57548,501
PDCD1LG2	chr9	5510544	60738	+	89	0,259,11729,69,12143,306,14284,270,8013,135,5409,50,6742,1329
CD276	chr15	73684280	30238	+	120	0,180,270,169,14686,133,2536,339,178,315,572,339,178,297,3866,135,1174,42,1445,36,1763,1585
RASSF7	chr11	560970	3055	+	25	0,63,416,28,284,131,186,698,412,837
CSRP3	chr11	19182029	28542	-	41	0,717,2205,94,1170,133,1787,169,4032,140,9477,89,8407,122
CALM2	chr2	47160081	16855	-	159	0,723,918,136,427,107,126,144,8071,3474,2233,183,225,88
PDHX	chr11	34916129	79999	+	51	0,686,14588,81,16021,101,9777,200,2836,99,6121,175,3324,148,7837,59,6387,159,7586,65,2534,1215
FOSL1	chr11	65892135	8391	-	123	0,1161,717,108,2687,198,3234,286
CUL5	chr11	108008732	99044	+	177	0,640,24429,110,12358,100,3520,177,2593,142,1845,146,82,81,15140,94,2142,131,927,108,4678,65,10286,133,832,132,4767,124,297,176,542,162,1944,119,651,124,5660,3587
UBXN6	chr19	4445005	12789	-	37	0,618,425,149,85,131,86,220,116,85,629,76,692,98,3948,129,965,65,407,164,1127,78,2316,180
SLC19A3	chr2	227685209	32820	-	46	0,2364,592,142,7581,193,2654,829,2604,152,15622,87
TSGA10	chr2	98997260	157706	-	21	0,961,19978,150,186,105,1639,203,14747,210,29499,186,3763,111,2707,169,1143,56,5585,155,2468,116,22569,152,1240,78,90,171,3135,159,397,168,1293,66,6628,216,791,136,8361,129,13906,141,120,360,6560,85,5942,137,265,274
AKNA	chr9	114336126	58279	-	16	0,1180,4226,193,283,117,1582,96,2059,147,659,116,939,177,2958,163,4903,212,726,107,951,247,1426,201,101,167,1641,208,494,128,2026,60,2923,155,741,157,5497,75,2298,1067,3527,387,6413,104,6393,49
ESX1	chrX	104250037	4881	-	15	0,859,1886,46,1325,424,190,151
PBX4	chr19	19561706	57210	-	20	0,411,1391,107,1317,157,4359,136,524,191,286,248,28458,74,19145,406
SLC35G2	chr3	136819018	36874	+	17	0,610,34814,1450
ACAD10	chr12	111686052	71055	+	19	0,187,6457,200,9265,149,3427,195,3593,159,588,93,2132,160,3163,142,5708,69,6222,182,1662,151,3966,146,2762,174,7638,401,1100,141,764,138,108,91,931,159,697,173,4426,144,1752,78,587,775
SRCIN1	chr17	38530023	75907	-	28	0,3408,10391,147,4587,153,346,155,1944,235,496,247,314,148,130,131,5371,176,1182,188,281,44,235,93,1037,866,498,94,402,199,596,196,3897,21,10258,302,26892,247
IQCN	chr19	18257095	17414	-	21	0,1011,6256,3203,1900,122,4815,107
TTYH3	chr7	2631968	32834	+	18	0,310,14574,170,119,112,164,221,320,96,1512,73,273,76,2198,56,675,93,3081,93,213,137,1751,174,480,76,2652,3135
ARHGAP39	chr8	144529178	156634	-	17	0,1438,85,170,1433,92,729,200,803,74,3518,93,7435,562,1316,1363,7070,84,25202,432,24257,161,2726,251,4608,223,72182,127
PTP4A2	chr1	31906420	31967	-	43	0,2540,1077,75,1583,131,4068,93,2982,689,18328,401
THSD7B	chr2	136765561	912151	+	13	0,126,116456,174,174102,811,37642,249,20002,170,44919,156,10372,198,60105,192,1663,235,9323,116,29960,130,3260,104,129586,195,5801,264,38972,179,112197,134,9051,151,43618,142,2075,116,2101,118,21761,146,12867,160,1135,174,95,96,2503,83,3636,193,4198,88,8662,1189
SLC44A4	chr6	31863192	15854	-	30	0,556,903,85,79,95,99,71,234,74,109,104,88,95,88,254,3028,103,287,93,965,100,109,236,266,84,76,88,2898,61,200,126,82,100,823,79,125,74,904,49,480,109,1269,106
VWA7	chr6	31765593	11738	-	12	0,177,112,175,187,140,78,302,393,93,111,153,107,133,1263,186,471,117,209,113,2840,170,118,196,1078,111,706,97,534,279,303,249,314,223
MPIG6B	chr6	31723343	3365	+	21	0,101,194,348,155,91,354,41,118,1963
FGF23	chr12	4368226	11502	-	438	0,2557,1810,104,6674,357
LY6G6C	chr6	31718647	3087	-	12	0,663,782,111,1424,107
LY6G5C	chr6	31676683	3690	-	5	0,437,1980,168,984,121
PRR3	chr6	30556708	7988	+	15	0,742,699,63,3621,291,264,2308
THUMPD2	chr2	39736059	43217	-	10	0,1000,7310,109,6614,98,4104,115,479,72,1287,121,3962,88,4638,53,2314,78,399,291,518,410,1385,136,7473,163
TSEN2	chr3	12484431	55193	+	25	0,449,4903,206,2146,82,4300,37,6707,523,1369,78,11379,51,2397,139,9690,37,837,112,1696,90,1002,660,5839,464
AARSD1	chr17	42950525	13973	-	17	0,203,1071,95,1829,55,1097,92,190,67,617,131,231,117,83,157,577,58,3996,160,2754,132,164,97
TMEM121	chr14	105526602	3600	+	5	0,51,451,334,1283,1481
PRR7	chr5	177446794	9492	+	8	0,166,1364,83,5548,85,788,666,229,563
KHDC1	chr6	73241314	69051	-	5	0,414,326,183,168,125,20243,423,10939,1019,254,148,16441,43,17511,664,90,60
MFAP5	chr12	8645942	16946	-	28	0,2261,283,69,945,74,927,88,1072,30,2745,45,933,33,338,45,5032,36,1148,60,520,262
ITIH5	chr10	7559269	107729	-	30	0,4115,2645,378,3260,117,1620,994,743,54,3257,560,2742,310,5836,169,29912,117,1014,170,2298,93,17554,251,3275,102,1071,164,13540,45,11127,196
NDFIP1	chr5	142108758	45685	+	37	0,279,22770,88,316,131,3387,88,1916,125,2704,67,3941,106,7054,2713
SPX	chr12	21526256	6695	+	18	0,222,407,81,168,58,242,355,135,227,849,84,2052,1815
THAP7	chr22	20999771	2344	-	23	0,661,214,141,468,156,420,284
STARD5	chr15	81312665	11518	-	18	0,738,5005,94,836,118,2951,133,358,50,1052,183
CPTP	chr1	1324762	4134	+	8	0,340,1733,197,208,1656
LIMD2	chr17	63695888	4271	-	8	0,2823,87,140,89,42,187,92,683,128
TMEM177	chr2	119679166	44451	+	13	0,451,1214,1287,3539,97,998,122,2035,66,258,101,5710,92,1843,131,1012,63,2160,125,360,25,147,92,458,193,1874,389,84,126,11551,124,2762,111,4736,115
B9D2	chr19	41354416	9757	-	20	0,597,2883,126,5409,92,434,216
CYB5B	chr16	69424594	41670	+	32	0,263,22292,129,836,30,10948,29,3308,3835
ZNF34	chr8	144772223	15122	-	14	0,2382,2852,120,460,127,274,87,1702,53,6998,67
USP5	chr12	6852120	14511	+	82	0,170,3110,126,228,67,195,134,154,146,256,185,737,95,700,194,852,72,609,88,127,126,461,154,336,175,852,89,627,192,452,144,76,146,526,154,288,85,735,648
COL18A1	chr21	45405136	108584	+	207	0,105,137,95,50036,1372,11360,545,5108,87,1494,60,815,130,930,77,262,216,361,27,1548,63,105,87,310,54,179,159,1104,63,769,27,4039,132,454,63,908,27,1041,36,753,72,489,36,353,90,1220,30,122,27,449,63,275,75,969,27,290,54,442,75,1067,69,481,43,506,63,6349,44,361,97,9,35,577,145,79,74,406,129,1594,33,1762,246,462,198,849,116,961,1533
INTS5	chr11	62646847	6455	-	17	0,3152,3170,133
MLF2	chr12	6747991	5479	-	43	0,556,222,213,865,160,169,129,407,54,874,36,248,130,230,78,519,35,22,532
CMIP	chr16	81445169	266594	+	36	0,372,49807,146,112072,126,13183,51,31276,162,5410,42,3067,63,3322,81,5792,104,1720,105,6204,354,13146,66,1317,27,254,49,3072,108,3017,117,1858,141,821,48,1269,147,1413,106,1409,71,2661,2018
CALM3	chr19	46601073	9709	+	196	0,364,631,142,386,43,3187,31,2339,144,141,107,257,136,143,1658
ASXL3	chr18	33578576	172618	+	25	0,109,28908,83,37217,109,1242,109,15262,122,8935,118,956,120,11538,164,48399,97,2245,106,4071,1957,2444,8307
CEP44	chr4	174283676	49704	+	21	0,385,13904,97,1009,139,2828,148,1516,147,397,123,4319,171,990,207,726,76,5307,125,239,38,767,2997,11150,1899
ZNF436	chr1	23359447	10417	-	14	0,3774,3820,127,804,414,979,499
SSPN	chr12	26195335	39440	+	32	0,196,41,379,28341,87,6331,4065
EEPD1	chr7	36153226	148317	+	16	0,448,458,1070,83782,52,42078,111,3460,135,2818,139,9215,195,1819,2537
DDHD1	chr14	53036739	116589	-	24	0,10210,4894,84,2510,192,1030,253,2564,150,2499,76,1741,263,9391,107,1037,107,17937,148,1383,129,9586,21,631,174,48404,1068
BHLHB9	chrX	102720713	31728	+	10	0,112,131,135,24887,196,1642,95,787,3743
DUSP16	chr12	12473281	89233	-	38	0,4734,2207,124,6681,160,13331,164,19179,139,870,593,40653,398
ZFP91	chr11	58579113	42437	+	32	0,509,5233,29,24945,210,258,37,615,105,549,135,539,51,433,79,1388,115,2372,100,380,4355
APOL6	chr22	35648376	20033	+	20	0,247,7755,97,2139,9795
APOL5	chr22	35717871	11611	+	7	0,55,2641,87,5556,984,1528,182,449,129
APOL4	chr22	36189127	15706	-	12	0,2785,3398,127,3892,47,2323,189,104,63,2572,206
APOL3	chr22	36140322	25855	-	18	0,1736,3414,127,3446,326,11297,261,554,63,3045,1586
TAS1R2	chr1	18839598	20063	-	36	0,929,1201,124,7488,210,4662,774,2344,301,1847,183
TAS1R1	chr1	6555277	24480	+	26	0,287,15344,307,3415,762,1022,213,322,121,1582,1105
KMT2D	chr12	49018974	36350	-	129	0,2898,170,109,128,74,236,286,1702,131,101,137,1235,1141,480,128,78,133,686,131,102,176,164,76,803,160,161,168,124,141,141,2790,102,233,110,67,105,85,145,124,2189,1865,232,137,76,183,106,1812,119,51,211,74,98,242,230,85,95,138,197,111,176,66,206,148,85,131,201,105,98,120,221,222,954,48,97,110,85,165,184,182,1174,105,589,111,335,114,463,1109,95,1539,139,146,205,158,134,115,154,166,336,163,166,110,111,224,148,127,249,49
SH3BP5L	chr1	248810445	15840	-	13	0,1925,618,257,1203,162,100,167,1656,129,159,63,3518,510,234,115,3491,614,468,451
GRIP2	chr3	14489110	51233	-	18	0,4716,1016,147,1427,144,7005,106,1943,175,1011,180,580,140,2119,145,1200,146,102,67,1297,81,807,146,481,187,2585,150,558,126,2212,170,110,148,1104,146,1212,76,536,87,694,146,898,136,278,81,14337,75
KDM7A	chr7	140084745	92196	-	13	0,6443,615,274,1978,83,2416,209,135,149,497,98,1236,155,865,125,1927,210,8934,90,2306,92,5530,107,1222,88,4091,163,1853,187,618,142,1909,161,3885,118,5448,86,37553,198
SETD7	chr4	139495934	60835	-	91	0,587,9516,5806,6041,158,2234,118,2959,82,5595,190,3358,788,13553,130,969,101,7978,672
LNPK	chr2	175923891	78948	-	26	0,6308,1888,75,5181,171,798,71,1168,106,1330,93,6399,213,16679,52,82,84,6174,41,9005,59,12362,188,763,42,910,147,1272,94,6513,186,166,328
AAAS	chr12	53307455	14173	-	63	0,258,131,85,122,82,148,68,85,94,196,91,144,61,136,125,319,121,4576,144,309,99,244,47,194,92,300,56,4782,128,650,286
ZNRD1ASP	chr6	30001010	60179	-	17	0,1722,9366,1459,8109,95,13146,203,805,68,18617,3117,397,76,177,365,2008,255,83,111
PRRT1	chr6	32148358	4725	-	11	0,1040,138,186,645,539,902,135,151,81,796,112
EGFL8	chr6	32164604	3681	+	20	0,77,1456,129,231,123,80,110,99,96,81,171,92,80,73,154,253,376
HCG4B	chr6	29924591	2624	-	3	0,2624
FXR1	chr3	180912445	70306	+	91	0,291,1915,344,18338,53,1751,94,12633,72,410,149,225,94,412,117,1954,171,2293,79,3978,110,3539,87,1328,58,87,63,4960,204,1903,201,4954,92,717,6630
YEATS4	chr12	69359709	31161	+	56	0,314,2764,120,2725,67,90,95,4821,93,89,88,19171,724
ILKAP	chr2	238170401	33282	-	30	0,275,266,82,2509,120,8411,122,1466,88,279,94,1067,107,2843,127,1595,120,4302,57,473,66,8628,185
NPL	chr1	182789448	40936	+	13	0,357,2426,55,2069,84,9258,74,2373,387,5624,58,2569,76,1855,93,1734,149,123,47,3255,85,3581,40,2903,1661
HMGA2	chr12	65824459	141832	+	346	0,922,2619,87,10431,51,4021,933,71196,808,35855,33,940,176,10713,3047
ALX1	chr12	85280257	21526	+	24	0,230,3084,305,2976,129,14173,629
TMPRSS5	chr11	113687545	18828	-	10	0,729,1490,153,313,143,467,99,2131,179,1228,163,759,44,1414,114,311,136,1486,123,567,99,268,207,6053,152
CDK2AP1	chr12	123260969	11347	-	56	0,834,3392,127,1862,98,886,86,1922,58,652,216,461,577,16,160
ACTN4	chr19	38647615	82917	+	221	0,292,52692,115,287,120,3812,87,1023,88,1985,79,1199,82,780,86,933,86,3107,93,2524,231,610,148,3463,151,1925,109,214,141,79,183,91,135,1158,180,1053,147,842,81,289,66,614,159,119,1259
